channelId,title,description,published At,subscriber Count,video Count,view Count
UCmzAvLjPYUfY0ELVz-TOPbw,Dartmouth,"Founded in 1769, Dartmouth is a member of the Ivy League and consistently ranks among the world's greatest academic institutions. Dartmouth has forged a singular identity for combining its deep commitment to outstanding undergraduate liberal arts and graduate education with distinguished research and scholarship in the Arts & Sciences and its three leading professional graduate schools—the Geisel School of Medicine, Thayer School of Engineering, and the Tuck School of Business.",2005-11-04T20:06:21Z,108000,2952,34841154
