author,text,likeCount,publishedAt
@sarahchristopher,His speeches are brilliant ! He have a great teacher,0,2024-06-20T07:02:23Z
@vijikrishnan-i2l,Congratulations  dear son Ajay❤❤<br>we are so proud of you👍🏼👍🏼<br>May God bless you🙏🏼🙏🏼🙏🏼,0,2024-06-20T06:09:28Z
@naufaljeffri2556,so much to learn,0,2024-06-20T04:40:00Z
@kentmemories,🐐,1,2024-06-20T03:40:29Z
@MWFE,Didn’t expect to cry today,0,2024-06-20T03:09:42Z
@ryen7512,"I&#39;m not normally one for speeches but a few minutes in I found myself having to keep watching. Very moving speech with lots of good words to live by. Roger, you are a great champion and a good person.",1,2024-06-20T01:43:35Z
@fwabnik,Bravo RF,0,2024-06-20T01:21:05Z
@thelettuceuk,Great and very nice speech from Fed!,0,2024-06-19T22:08:39Z
@GeographicTraveller,Interesting to know Roger won 80 % of all singles he played. In tennis 🎾 or any other sports winning that crunch moment matters. That’s what Roger did most of his career.,1,2024-06-19T18:03:26Z
@webdawson,GOAT,1,2024-06-19T18:00:54Z
@eleanorharmsworth8479,What is the noise in the background,0,2024-06-19T11:21:54Z
@ngphuiling8497,"Whenever this man give a speech, he moved my tears. Great person Roger❤🎉",0,2024-06-19T08:54:47Z
@cathyrobertstad3741,Awesome speech from an awesome    Man with great character!,0,2024-06-19T04:32:56Z
@sumanslabcreations6292,I loved the lessons,1,2024-06-19T03:58:46Z
@kathleenmoscillo8552,What is all that background noise?,0,2024-06-19T01:59:19Z
@Nmax,Great person great sportsman,0,2024-06-19T00:04:59Z
@marianozumbo1010,"Dr. Roger, I worked many years for the company who had the disgrace to drop you the last few years of your career. Sorry on their behalf. I worked with many top athletes. I only asked once to take a photograph. It&#39;s with YOU when you kindly brought your smile at our event in Rome in 2010. The photo is my screensaver and now this speech will be the audio. Thanks to be who You are dr. Roger",15,2024-06-18T23:06:19Z
@flameserpent700,Believe in yourself - Thank you Roger ❤,0,2024-06-18T23:05:40Z
@HoangTran0412,"A truly wonderful god, RF…",0,2024-06-18T22:48:02Z
@homayounshirazi9550,The best graduation speaker I have heard from in 53 years.  His skill on the tennis court is matched by his thoughtfulness and wisdom.  A champion on many venues.,0,2024-06-18T19:15:44Z
@davidkariuki6777,"To the person in the crowd at <a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=1058"">17:38</a> who gestured “I love you” with their hands, that made my day!! ❤ something so small turned my whole day around. Thank you!!",0,2024-06-18T17:25:50Z
@davidrieger4397,"Excellent, Roger!",0,2024-06-18T17:24:48Z
@Krishna-m4t7z,Is some protest is going in background,0,2024-06-18T16:49:05Z
@saravananvelusamy2576,Lovely speech!,0,2024-06-18T15:41:08Z
@balladia9257,Beautiful worlds and so sincere <br>We need more leaders like this is politics  to create a better world <br>But unfortunately good people don’t want get into that snake den,0,2024-06-18T15:29:58Z
@maryluzolguin6630,"How disgusting is the noise behind Federer speech, not sure what it is, if another activity at the same time in the campus; but i find it totally disrespectful.",0,2024-06-18T15:25:52Z
@MegaPatriciao,Thank you Roger,0,2024-06-18T13:41:04Z
@AnshMehraa,"What a speech! But what’s this noise in the background, some sort of a protest?",0,2024-06-18T13:00:31Z
@AleksandrHalas,Excellent,0,2024-06-18T12:38:18Z
@ramyaguhan,GOAT has spoken,1,2024-06-18T10:16:03Z
@bpd9660,Peotest Hitler 2.0 Netanyahu and his campaign of mass genocide,0,2024-06-18T07:27:24Z
@RMASUPERFLY,There are men with more Grandslam titles than Roger. But none has more elegance and class. Legend!,0,2024-06-18T03:48:32Z
@maxwelltennis,"What an awe-inspiring speech, Roger, and thank you for the wonderful life lessons. I will take aboard your lessons in earnest and will apply them to my life both on and off the court. As I told you back in 2011, you inspire me, and now it is 2024 and I continue to find myself saying the same thing. Thank you so much!",0,2024-06-18T01:53:27Z
@geasderlinasdwsxcdeasd,"w h y I never heard of this school before today, but it has million view?",0,2024-06-18T01:19:57Z
@cristobalsaa,"Saludos Benjamín Sáa!!! Que tremendo discurso, muy emocionante, felicidades por tu graduación 🥲",0,2024-06-18T00:34:37Z
@jmaj4521,Still got that fake tree trunk I see,0,2024-06-17T23:12:57Z
@methodeoml2324,"Merci Roger pour ce que tu es auprès de plusieurs générations désormais : un modèle et une source d’inspiration. Ta façon d’être nous touche et puisse-t-elle nous soutenir dans une belle direction holistique et humaine. Je partage avec toi trois passions, celle du tennis, celle de l’éducation et celle de la famille. Je suis contente de continuer non plus à te voir jouer au tennis mais à t’écouter parler de tes projets pour les autres. Be happy !",0,2024-06-17T21:57:01Z
@marttivallila,That 2008 Wimbledon final was the greatest tennis match of all time! I watched it in Moscow.,0,2024-06-17T21:53:25Z
@toupaley2,His humility is what strikes me the most.,0,2024-06-17T21:26:39Z
@venkatakoppada,"He is a legend, didn&#39;t even need cue cards to give such a lengthy speech",0,2024-06-17T18:06:55Z
@baladjy1,All punchlines ❤,0,2024-06-17T16:59:00Z
@nabhinayyam,What’s the background noise? Is that the protest?,0,2024-06-17T16:16:17Z
@lesangelia5626,Love this speech!,0,2024-06-17T15:31:00Z
@nrasgon,The one and only forever - Roger Federer!,0,2024-06-17T15:28:57Z
@binhaizheng7995,"History will be the judge, but this one might be right up there with Steve Jobs’ 2005 commencement speech at Stanford.",1,2024-06-17T15:20:57Z
@joseavs,"Another master class for this great humble and great tennis player, for me the best ever. Without any single piece of paper to quote the principal ideas, he deliver, again, his greatness. Thank you now, Dr. Roger Federer for this lesson for every one. Not only for this marvelous Dartmouth class 2024 but for every one who has the privilege to learn from You. From Dr. to Dr, congrats!",0,2024-06-17T15:18:34Z
@Cutedecor2592,My goat ❤,0,2024-06-17T15:03:20Z
@binhaizheng7995,"Also, that Wilson Racket demo at the end probably helped pay for the whole speech😅",0,2024-06-17T14:54:24Z
@binhaizheng7995,"Of all the matches he could have mentioned, he picked the biggest one he lost. A true champion!",0,2024-06-17T14:45:49Z
@reflectionOfLyf,"Whoever invented Roger, salute 🫡",0,2024-06-17T14:33:49Z
@reflectionOfLyf,Rafa and Rederer! ❤,1,2024-06-17T14:01:41Z
@chi-shihjao9117,"I’m really inspired by the quote from the football coach at <a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=1175"">19:35</a>: “You son will be a great football player, when it’s football time; a great student, when it’s academic time; and a great person, all the time.” Thank you for sharing the words Dr. Roger Federer.",0,2024-06-17T13:56:11Z
@sashikalaiyengar,Truly a Champion. I don’t enjoy tennis anymore not seeing Dr Roger compete👏👍🏾♥️💐,0,2024-06-17T12:59:41Z
@suelymorais6026,"Dr. Roger, título mais que merecedor para humanos que inspiram outros humanos.",0,2024-06-17T12:38:02Z
@kristinchong629,🎉🎉🎉<br><br>Man maybe I need to start following tennis.,0,2024-06-17T12:32:35Z
@otomielusa145,Never have I seen a billionaire who just doesn&#39;t seem like it at all.  It&#39;s why he was voted most popular player every single year he played,0,2024-06-17T12:05:53Z
@ouwehand7909,"Nice speech and all....   But  WTF ,Federer playing chess online and I missed it",0,2024-06-17T11:52:55Z
@greennetworker,Fantastic human being the great  Roger Federer.❤,0,2024-06-17T10:32:28Z
@sarvadamanbogle0835,😎OP Sirrrr Respect++++🔥🔥🙌🏻,0,2024-06-17T09:30:07Z
@josephhall1049,the muted reception is perhaps a reflection of their view of him as the 3rd best player in the history of the sport.,0,2024-06-17T09:26:45Z
@docpear,Why wasn&quot;t that rude creep thrown out of the commencement.,0,2024-06-17T07:47:13Z
@vik9370,Love from❤ India 🇮🇳 Very good speech sir you are just great no words❤❤,0,2024-06-17T06:24:46Z
@Ian-bb7vv,What are the students doing 😢,0,2024-06-17T06:14:44Z
@dianeblackwell9461,This address was totally uplifting.  Roger was and will also remain king of tennis: perhaps now master of speeches.,1,2024-06-17T06:00:40Z
@faebyfrohnatur2076,"Not often have I seen a more inspiring, authentic speech! World class contribution from a world class athlete (and person) 🙌❤️",0,2024-06-17T05:05:39Z
@surendrakarki8173,Such an inspiration. Effortless is a myth. <br>Great Roger!,0,2024-06-17T03:34:03Z
@changliu3580,This is what a college commencement speech should sound like,1,2024-06-17T00:01:34Z
@maybemagicgaming8280,"<a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=713"">11:53</a> the great Roger starts talking about Wimbledon 2008 (thank me later)😂❤",0,2024-06-16T21:52:31Z
@zohanrow,Man... This is one of the best speech ever!,8,2024-06-16T21:43:27Z
@samyakjain727,Who is the idiot talking at the start lol. Such a distraction. Listen to the man,0,2024-06-16T20:47:53Z
@seancurtis838,"Excellent very well done, words of wisdom.",1,2024-06-16T20:24:37Z
@janlyss,"Great references to Nadal ( <a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=670"">11:10</a> ). I seriously believe we will never see such amazing two tennis players, that are also amazing human being (and even better, great friends).",1,2024-06-16T20:22:38Z
@topcat4643,Is federer fancy dressed like a nun???,0,2024-06-16T19:54:04Z
@roc1234-j3f,Tighten the strings: because life is bigger than the court.,0,2024-06-16T19:39:21Z
@danielm.valenti9607,Big Roger the sport in World the Tennis. Congratulations Ceremony Degree Humans. 👏🏻,0,2024-06-16T18:54:54Z
@cokrlicix,Be a globalist shill and everything just falls in place.,0,2024-06-16T17:22:00Z
@lizmedina2527,"I love Roger Federer, his energy is so beautiful.  Thank you Roger, for all the happiness you&#39;ve brought the world and still bring.",1,2024-06-16T16:57:33Z
@mlubwama,One of the best speeches ever to a graduating class...these words and tennis demonstration were amazing...congratulations to this class...,0,2024-06-16T16:33:09Z
@barbruhsRD,What a gift to give a commencement speech and filled with great life lessons. Tennis has supported me thru all seasons of my life and I’m so grateful for the game ❤,0,2024-06-16T14:58:01Z
@kimberlycooper7972,This speech was so inspiring! I love Roger Federer and wouldn’t have expected anything less! 🎾,1,2024-06-16T14:51:06Z
@joanlevis7857,What’s all the shouting in the background?  Very rude. Great great speech.,1,2024-06-16T14:34:41Z
@iamjigar,Dr Freddy. You are the best sports person and human combo  of this age and may be for centuries to come.  every single word that has come in this 25 minutes are of gold and you really made me cry.  You are special and you make each dnd everyone special.,0,2024-06-16T14:30:46Z
@tterrian1,Very inspiring speech! I&#39;m going to save this one.,0,2024-06-16T12:54:05Z
@rogerwijesuriya7511,Brilliant lessons for your life journey.,0,2024-06-16T12:51:10Z
@nalinisubramaniam4571,Roger❤❤❤,0,2024-06-16T12:23:13Z
@befit160,Incredible ❤,0,2024-06-16T10:05:54Z
@Observer159,Quelle beau discours! Bravo monsieur le champion! CH,0,2024-06-16T09:57:29Z
@ceci2673,"Amazing, as usual, great Roger; his words were so kind, funny, and full of knowledge. Bless him",0,2024-06-16T09:19:59Z
@GizemD320,"What an emotional guy, he was going to cry at the end... We love you Roger, thank you for being the best tennis player the history has seen, and also for being such a good person, the way your are.",3,2024-06-16T09:13:38Z
@tamera.elnashar3537,"Always amazing ROGER , Wish him all the best 😍",0,2024-06-16T07:04:27Z
@vipulduse877,Amazing to hear the top most tennis player...the tennis lessons are truly life lessons...,0,2024-06-16T05:16:31Z
@brairr9966,"..... Roger is such a class act..,...",2,2024-06-16T05:06:16Z
@DerekL-qg7zo,"Humble, genuine and authentic speech",0,2024-06-16T04:25:14Z
@chimenea214,Wheres stinky pete?,0,2024-06-16T04:00:45Z
@SurinderSingh-lc5hm,My favourite player,0,2024-06-16T03:27:11Z
@SurinderSingh-lc5hm,Down to earth man Roger Federer.  What a champion,0,2024-06-16T03:26:51Z
@joeleaves2602,I’ve seen a lot of these. This is the best one.,0,2024-06-16T02:36:14Z
@RKPrabhakar007,Very positive n humble with great energy😊,0,2024-06-16T02:18:32Z
@vijaygaur2938,what a speech !! <br><br>it is his signature ... effortless again,0,2024-06-16T02:13:28Z
@imranetic,This isn’t your average politician or an academic or a celebrity. This is ROGER FEDERER!,2,2024-06-16T01:38:16Z
@imranetic,"One of the most admired and respected people on earth, one of the greatest athletes in history and a highly accomplished person comes to give a commencement speech, and instead of feeling honored, some idiots decided to disrupt and heckle? Despicable",0,2024-06-16T01:37:08Z
@mfinn7185,"I have sat through and heard and tolerated a lot of speeches but never one so natural, so heart-warming, so EFFORTLESS. God bless you, Dr. Roger!",2,2024-06-16T01:23:20Z
@yuzurugold3874,"i graduated in 2020 and our graduation was over zoom. i dont even remember our speaker, i think it was just 5 minutes of some journalist from kpbs nightly news talking (something that no undergrad even watches lmao). im so grateful that roger gave a commencement speech somewhere and that it was recorded. his speech was so thoughtful, and he even memorized it. you can tell he put a lot of effort into this, the same way he does into his tennis, and shows how much he respects his audience. and his message was so good too. thank you roger. even though this wasn&#39;t my graduation, it felt like it was.",2,2024-06-16T01:02:15Z
@pravinshrestha,Beautiful speeh.,0,2024-06-16T00:37:15Z
@saniman9,"It&#39;s amazing isnt it?  Sid not only sounds like a clown,  he looks like one too.  Seriously,  he&#39;s got to quit sounding so exasperated and exhausting weak talking points in attempts to minimizing the conservative&#39;s strong position.",0,2024-06-16T00:34:06Z
@jyfy7926,Sounds like a distraction in the background. If true how discourteous and why didn’t the school administration do something about it.,0,2024-06-15T23:45:57Z
@abhinayfinearts,Such an exceptional person on and off court,0,2024-06-15T23:04:17Z
@chriswpl1225,Roger is not only the greatest tennis player but more than a sportsman! What a great speech and he is also a great mentor who teaches us a great life lesson! Thanks Roger for the speech and i have gained a lot!,2,2024-06-15T21:59:44Z
@pvn2474,"Sympathetic, but obviously not a spaeker by nature. And obvious as well that he isnt much educated.",1,2024-06-15T21:37:19Z
@emmapeel829,"Beautiful, beautiful boy.  ❤❤❤❤❤",0,2024-06-15T20:41:29Z
@janbrogan7912,This great champion has no shame showing his heart and tears when touched. He’s a wonderful role model for boys and men not just for his tennis.,262,2024-06-15T20:38:25Z
@luanlemberck,Gratitude!,0,2024-06-15T20:15:01Z
@77magicbus,Great words from a great champion.  Life is a game.,0,2024-06-15T19:23:07Z
@nishanc21,Goosebumps all the way! What an absolute legend. GOAT!,2,2024-06-15T19:13:03Z
@pilarpachon7748,Dentro y fuera de la cancha mi ídolo por siempre. La perfección ♥️,0,2024-06-15T18:30:53Z
@dmf30,"I always liked Federer because he is not only a great player but exhibits class in everything he does,",0,2024-06-15T16:49:09Z
@MH-pz8wf,Very good speech full of valuable life lessons.,0,2024-06-15T16:43:02Z
@swapnilvangari6825,Believe yourself 💯 <br>Coz it&#39;s all depends on you,0,2024-06-15T16:41:08Z
@ojarsbacis2960,Legendary Roger Federer❤,0,2024-06-15T16:22:26Z
@johnlil2480,Who the hell is making noise in background,2,2024-06-15T16:08:02Z
@wallygoots,Well worth listening and learning from a true class act. Great lessons.,0,2024-06-15T14:20:18Z
@ksb994,"He’s overflowing with love and kindness, in such profound contrast to what our so-called leaders pour out into the world every day.",0,2024-06-15T13:46:23Z
@kenghoe94,be kind to each other,0,2024-06-15T13:21:38Z
@akaschadrianpillai1770,amazing,0,2024-06-15T12:47:02Z
@kenghoe94,"<a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=730"">12:10</a> that man on tthe ttop right 2nd last row , he looks like spiderman&#39;s uncle",0,2024-06-15T12:24:22Z
@geetapurandare6257,G.O.A.T,1,2024-06-15T12:03:03Z
@manojprabhakar7951,Roger Federer: The Maestro of Tennis,1,2024-06-15T11:49:01Z
@ilyasislamoglu5428,Better than your insatiable game Dr Roger.👏,0,2024-06-15T11:10:26Z
@CiminWirth,What a speech!<br>I fits to the speech we heard yesterday at my sons schools graduation.<br>He will go further in school - teacher and wisdom like this are a huge component in his path. <br>I appreciate everyone!,0,2024-06-15T10:54:01Z
@onkardapake802,👏,0,2024-06-15T10:41:41Z
@Ethel-Wobo,Brilliant speech!,0,2024-06-15T09:49:45Z
@abhimanyuagarwal7430,Amazing  Speech.,0,2024-06-15T09:44:29Z
@hrs8794,"Class of 2024, one of your proudest moments to cherish and motivation forever! Dr. Roger is the real G.O.A.T",15,2024-06-15T09:25:29Z
@randomwitz,He does look very happy. Contagiously happy :),0,2024-06-15T09:07:11Z
@rafsal,Tears 🥹,0,2024-06-15T09:05:39Z
@eeffocian88,so good,0,2024-06-15T09:01:42Z
@vazokanto,What a message for the future generation! Thanks Roger.,0,2024-06-15T08:20:44Z
@nish21m,The teleprompters are there but the way he delivered it is a class. He made this greatness felt.,2,2024-06-15T08:06:13Z
@drprincej,"Wonderful  lessons , What a speech and encouragement. Thank you Roger.",0,2024-06-15T08:05:30Z
@gregp.7148,"Can I also say hi to you on the street, even if I wasn’t there on the green?! 😢😉👊",1,2024-06-15T07:58:30Z
@gregp.7148,"Nicely memorized 😉, but nevertheless great speech 🎉.",2,2024-06-15T07:56:07Z
@julessmith5581,Roger shared his views on life in such a genuine and clear way; very very refreshing,0,2024-06-15T07:35:29Z
@jeffery4573,A great player a  true sportsmanan a tremendous message is given,1,2024-06-15T07:32:18Z
@evermoremassar559,"Congratulation Roger❤ A lots of love to you, Have a good  and happy fanily❤",0,2024-06-15T07:30:06Z
@vasanthkumark3158,L.E.G.E.N.D. In every sense of the word...,0,2024-06-15T07:12:06Z
@SuperVinccent,Graduated from Hard Knocks uni,0,2024-06-15T07:08:53Z
@SuperVinccent,Watching Roger the gentleman player give this speech was amazing. Love the way he spoke about Patience Discipline etc as talents. Success had to be earned and other lessons. Thanks Mr Roget Federer.,1,2024-06-15T07:03:07Z
@vishnudas2167,"🫡 Effortless is a myth! <br><br>Always work harder but, remember work smarter!- well noted Sir Roger🙏",0,2024-06-15T06:41:39Z
@alicea7084,Thank you Roger Federer for such a great commencement speech I just listened on YouTube from Dartmouth University. Thank you for the lessons learned throughout your career which identifies with life in general. Thank you for your philanthropy efforts to help poor kids in Africa..🙏🏾🙌🏾💙,2,2024-06-15T05:21:45Z
@MolinaPam,The perfect speech doesn&#39;t exist... OH WAIT!!!🐐<br>You are one of a kind Roger🫶🏻💚,1,2024-06-15T05:06:43Z
@dougie_big_bo,who the hells yelling at the back constantly?!,1,2024-06-15T04:51:46Z
@oivie1332,"Incredible speech that ties to many aspects in life...what a legend. Fed, you are always a GOAT to me. Thank you for those wonderful memories on court. Your 2nd phase of life just begins.Take care!!",1,2024-06-15T04:47:12Z
@janicemerrett960,What a great guy❤,0,2024-06-15T04:41:59Z
@binoyn88,Thank you Roger ❤,0,2024-06-15T04:40:19Z
@qasanoba,this is the GOAT,1,2024-06-15T04:32:42Z
@juanguillermogonzalez2764,"Here’s the summary, but please do yourself a favor and watch the whole video!<br><br>1.	Effortless is a Myth: Discipline is a talent. Trusting yourself, having patience, embracing the process, loving the process, managing your life, and managing yourself are also talents. I believe in myself, but self-belief must be earned.<br>2.	It’s Only a Point: Even professional tennis players win barely more than 50% of their points. You must learn not to dwell on every fault. Play every point as if it’s the most important, but once it’s over, let it go. The sign of a champion is not just winning repeatedly but knowing how to handle setbacks.<br>3.	Life is Bigger than the Court: Tennis can show you the world, but it cannot be your whole world. Always strive to be a great person. Leaving a familiar world behind and finding new ones is incredibly exciting and deeply rewarding.<br><br>Final Lesson: Use an eastern grip and play a one-handed backhand (This one I am mastering).",2,2024-06-15T03:48:52Z
@ramaneswaran1312,He did that effortlessly.,1,2024-06-15T03:08:14Z
@ThuanSuBa,"Summarized to AskTube<br><br>Roger Federer shares life lessons and tennis wisdom with the Dartmouth community, emphasizing the importance of hard work, self-belief, and perseverance. He reflects on his post-tennis life, balancing his career with family and philanthropy, and shares heartfelt moments with the audience.<br><br>Introduction to Dartmouth 👋<br><a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o"">00:00</a> Roger Federer thanks the audience and jokes about receiving an honorary doctorate degree.<br><br>Pong, Dartmouth, and Favorite Surfaces 🏸<br><a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=115"">01:55</a> Federer discusses his favorite surface, grass, and mentions the popular game of beer pong, which originated at Dartmouth.<br><br>Exploring Dartmouth and Family Moments 🌳<br><a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=141"">02:21</a> Federer shares his positive experience at Dartmouth, playing tennis with his kids, and exploring the campus, including the Baker Tower and the library.<br><br><a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=196"">03:16</a> He talks about his business partner and friend Tony Godsick, whose daughter Isabella is a member of the Class of 2024, and shares a heartfelt moment with the family.<br><br>Lessons from Tennis: Effort, Belief, and Perseverance 🎾<br><a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=310"">05:10</a> Federer reflects on his post-tennis life, saying that people often ask him what he does now, and shares that he&#39;s still figuring it out, just like the graduates.<br><br><a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=362"">06:02</a> Effortless is a myth. Federer emphasizes the importance of hard work and discipline in achieving success.<br><br><a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=387"">06:27</a> He shares an anecdote about an opponent questioning his mental discipline, which motivated him to work harder and develop his skills.<br><br><a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=433"">07:13</a> Federer highlights the importance of self-belief and earning it through hard work, citing his own experiences on the tennis court.<br><br><a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=489"">08:09</a> He explains how he learned to play to his opponents&#39; strengths and developed a more well-rounded game.<br><br>Grit, Talent, and Perseverance 💪<br><a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=513"">08:33</a> Federer discusses the importance of grit and discipline, emphasizing that talent is not just about natural ability, but also about dedication and perseverance.<br><br>Life Beyond the Court: Balance and Giving Back 🎾<br><a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=936"">15:36</a> Life is bigger than tennis. A tennis court is a small space, only 2,106 square feet. Tennis may have a significant impact, but it&#39;s not the only thing that matters. The world is much bigger.<br><br><a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=966"">16:06</a> Federer emphasizes the importance of balancing tennis with travel, culture, friendships, and family.<br><br><a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=992"">16:32</a> I started a foundation to empower children through education. Early childhood education is crucial, and 75% of children in Sub-Saharan Africa don&#39;t have access to preschool.<br><br>The Power of Teamwork and Relationships 🤝<br><a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=1206"">20:06</a> Tennis, like life, is a team sport. Your success depends on your team, coaches, teammates, and even rivals.<br><br><a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=1261"">21:01</a> Family is a team. I&#39;m lucky to have an incredible wife and four amazing children who support me every day.<br><br>Final Words of Wisdom for Graduates 🎓<br><a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=1286"">21:26</a> Remember, your parents and families made sacrifices to get you here. Don&#39;t forget the friends you&#39;ve made and the culture of this community.<br><br><a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=1317"">21:57</a> You are not former anything. You are future record breakers, world travelers, volunteers, and leaders.<br><br><a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=1377"">22:57</a> For those who play tennis, use an eastern grip, keep your knuckles apart, and remember footwork is important.",0,2024-06-15T02:56:11Z
@Divyando,"Start at <a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=354"">5:54</a>",0,2024-06-15T02:37:27Z
@carlapulgarin7933,Dartmouth you were right in giving him this title! 😢,0,2024-06-15T01:51:48Z
@jeffwklee,Can’t believe there are so much shouting at the background during such inspiring speech in such important event at the university.,16,2024-06-15T01:41:38Z
@mahdisultani6117,Damnnn. What a speech.,0,2024-06-15T01:28:01Z
@tidegordilho7995,Outstanding message from an exceptional human being! So inspirational and uplifting 🙏,0,2024-06-15T01:04:39Z
@srinivasgun7723,"A great valedictorian motivational speech by tennis great Dr Roger Federer, PhD Humane Letters and well done Dartmouth College. 👍💚",0,2024-06-15T00:56:31Z
@santodejesus3012,Super great thanks deeply 🙏,1,2024-06-14T23:40:18Z
@cantemirash,"Roger spoke without taking a breath and never losing the sense oh his speech. No aaah, oooh, or hesitation, admirable ! He truly deserves being Dr. Roger.",21,2024-06-14T23:17:05Z
@juanvicencio2390,"I learnt so much watching you play. You were such an inspiration, but I will specially remember these 3 lessons for life. You are amazing, in and out of the court. I miss so much watching you play.<br><br>thank you for everything Dr. Federer.",0,2024-06-14T23:09:05Z
@charliebaby18,That is beautiful ❤❤❤❤,0,2024-06-14T22:37:34Z
@Pigblossom,Wonderful stuff. Incredibly inspiring,0,2024-06-14T22:25:49Z
@assassin7250,Amazing speech even though I don’t attend to Dartmouth but I’ll take this lesson from the best 🫡,0,2024-06-14T22:19:00Z
@apollo0737,Roger is an absolute legend. In my eyes the best tennis player to have stepped on court.,1,2024-06-14T22:17:33Z
@chrisl3439,Beautiful speech!!!!!!!,0,2024-06-14T22:08:00Z
@JFernandesSC,Thank you Dartmouth! No exist shortcuts to success with value and ethics,0,2024-06-14T21:48:00Z
@leondarcy7367,"The protesters in the background, I don&#39;t care about their issue, it&#39;s just a complete lack of respect for the institution which they are a part of, and on whose name they will trade when they leave.",0,2024-06-14T21:27:09Z
@_slvya1647,Discipline is talent. Hard-work is talent.,41,2024-06-14T21:11:39Z
@nick-3388,"He’s the GOAT on and the off court for a reason. Life is more than being great at your game and winning. Life is about inspiring others, being kind, and looking out for one another. Every human should choose a cause to support and it doesn’t need to be financial contribution only, we all have enough time to volunteer and help changing the world!",0,2024-06-14T20:22:37Z
@barbaramendes4106,👏👏👏 aplausos,0,2024-06-14T20:16:21Z
@ramongonzalez2112,Lesson 1. Work hard. 2. Become the great Roger Federer. 3. Don’t let those Hamas lovers ruin a great speech.🙏🇺🇸,0,2024-06-14T20:04:21Z
@smitty0375,He took it very seriously and still made it fun. I love Fed.,0,2024-06-14T19:44:11Z
@paulholschuh6113,"Seriously, those protestors are simply annoying.<br>Fed kept his cool and exhibited great patience having to talk over plain rudeness.<br>Advantage Federer!",0,2024-06-14T19:01:53Z
@ruthelijah4711,Thank you Federer. I won&#39;t forget your lessons.,0,2024-06-14T18:58:55Z
@c.p.1176,Oh this man ❤❤❤,0,2024-06-14T18:55:51Z
@gainthuigonmei2560,I’m so fortunate to come across this speech. A very beautiful human being. How can someone be at the top and be so grounded at the same time! Respect and admiration all the way.,4,2024-06-14T18:29:04Z
@Elizabethlamexa,Ay lo amo❤,0,2024-06-14T18:20:29Z
@scottkirby857,"I think giving a speech was effortless for Roger!  Well done, even with the Protesters haggling him...he just played on!",0,2024-06-14T18:16:16Z
@shubhamsharma5631,What a Legend ❤,0,2024-06-14T18:10:29Z
@valentinerobert2054,You have great content. What app are you using on your phone?,0,2024-06-14T17:27:02Z
@willkittwk,What a captivating and motivating speech!,0,2024-06-14T17:23:59Z
