author,text,likeCount,publishedAt
@Mitch-z1t,Most talented player ever!,0,2024-06-11T03:55:30Z
@dalebarro2230,He is so amazing ❤❤,0,2024-06-11T03:54:09Z
@keeprollin523,"Roger&#39;s great lessons:<br>1. Effortless is a myth at <a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=364"">6:04</a><br>2. It&#39;s only a point at <a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=623"">10:23</a><br>3. Life is bigger than the court at <a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=940"">15:40</a><br>4. THE best one at <a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=1385"">23:05</a> (witness it yourself 😍🤩)",45,2024-06-11T03:46:56Z
@shinji47-q6o,thank u for this Roger,0,2024-06-11T03:28:06Z
@majiccdtv,the goat !!! Thank u Roger for your pure humbleness and great words !! Very deserving!,0,2024-06-11T03:25:00Z
@fernandojorgerenart2638,"At last, Steve Jobs’ speech at Stanford can finally have some close and tight competition from that of another legendary role model worth following by all youngsters worldwide. Hope you’ve all enjoyed what Roger Federer meant for the world and history of tennis (and beyond, just like this speech clearly shows!) God save and bless the GOAT!!!🙌🙌🙌👏👏👏",1,2024-06-11T03:18:23Z
@ciarraibuzz,"What the fuck is that noise in the background? Roger Federer is the greatest of all time, in my learned opinion.",28,2024-06-11T03:14:17Z
@bijanshahriari8132,"Love that little racket twirl at <a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=1397"">23:17</a>, old habits die hard Roger XD",0,2024-06-11T03:12:58Z
@ver37229,"No one better than RF because he is, not just an amazing player, but also an amazing human being 🫶🏻",0,2024-06-11T03:11:47Z
@hobaryiscool4u,You are truly missed. Thank you for two decades of incredible memories.,27,2024-06-11T02:59:55Z
@brinkeguthrie,GOAT for a reason. Pure class.,2,2024-06-11T02:59:04Z
@jt60007,❤❤❤,0,2024-06-11T02:57:40Z
@HawaiiSoccerNut,Class personified,0,2024-06-11T02:54:11Z
@邁向卓越,Thank you Roger!!!❤🏆😃,0,2024-06-11T02:48:01Z
@gowribhaskaran9373,Roger....we always love you...we are .life long admirers of yours...god bless you...❤❤😊,0,2024-06-11T02:32:23Z
@makgeoff,"<a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=720"">12:00</a> mark is what I&#39;ve suspected all along, as Federer is just not 100% confident against Nadal as it reflected on court.  And, it&#39;s nothing wrong with that, as we all have our kryptonite.  Federer is a graceful &amp; wonderful champion.",0,2024-06-11T02:23:28Z
@gchinwanno,"Inspiring, thank you for the lessons",0,2024-06-11T02:18:47Z
@jasonfarr9252,Miss this guy on the court!,1,2024-06-11T02:17:13Z
@Ladybug211211,Who’s yelling in the background?,2,2024-06-11T02:12:25Z
@BDennisHughes,"Just a few observations from someone who was there (my niece received her undergraduate degree). The crowd (including the students) loved the speech. The reason the applause is muted was weather related. We were all holding umbrellas and slapping our free hand against our legs but that just isn&#39;t as loud as two hands clapping. The protesters numbered about 50 and were barely audible if you were in the crowd (at least from where I was near the Jumbotron). Nobody paid them a lick of attention that I noticed. Last and most important, it truly was a memorable speech, and like Doctor Roger, I will never forget that I was there &quot;On the Green&quot;. And if I ever do see him on the street, I will definitely thank him and congratulate him. Awesome experience for this 62 year old!",1152,2024-06-11T02:11:18Z
@DG-zl1gh,"When Roger speak everyone listens carefully.<br>nobody gets bored at all, <br>such a humble person.<br>He is a GOAT for a reason🙏🙌🎾",5,2024-06-11T01:38:31Z
@Martine1love,So wonderful. Thank you Roger... or shall I say Dr. Federer.... I will always love you and remember your unmatched elegance on the many tennis courts around the world.,1,2024-06-11T01:36:57Z
@dky2006,"Amazing speech, Roger! So impressed to hear how much you’ve learned about the school. Top class human being, we are lucky to live to watch you play. Thanks for what you bring this world.",0,2024-06-11T01:29:11Z
@carmenl8453,"Wow, what an amazing speech by Roger. Loved the lessons he shared!! ❤",0,2024-06-11T01:27:06Z
@chadbarton3781,Trying to figure out the background noise during the speech,0,2024-06-11T01:16:11Z
@queiroz.ortopedia,What a GOAT. What a honor.,0,2024-06-11T01:11:19Z
@MartinOssipoff,Que inmensidad,2,2024-06-11T01:09:16Z
@Eyesonly302,"For those who doesnt know the eastern grip for the forehand is not popular anymore in pro play, even when its was Roger biggest weapon, its rarely teach anymore in tennis academy",1,2024-06-11T00:58:44Z
@cbalmori,One word describes Roger: &quot;CLASS&quot;,83,2024-06-11T00:40:58Z
@mithileshkapre,No paper no points to read in his oration. He was is and will be the most liked athlete all over the world,1,2024-06-11T00:36:50Z
@TheAlexMistery,"And as always, there are those dumb ass activists in the background walking with signs and yelling their chants, disrupting everyone. Activism today often seems more like a mental disorder than a meaningful pursuit.",2,2024-06-11T00:32:34Z
@rani1973,So beautiful,0,2024-06-11T00:28:20Z
@travisschroeder1935,"He’s such a dork haha, love you Roger you funny man. What a guy and you can tell here why he was voted fan favourite for so many years in a row.",0,2024-06-11T00:23:00Z
@SuperWhofan1,What’s the noise in the background? Protesters?,0,2024-06-11T00:21:06Z
@abonto,"I was writing notes, my favorite so far is &quot;Negative energy is wasted energy.  Master overcoming hard moments&quot;.",23,2024-06-11T00:18:00Z
@RyanDouglas-h3d,One record Roger holds above everyone else and will prob never be broken is consecutive weeks at #1.  He spend an astonishing 237 weeks on top without letting it go; way more than Djokovic ever did at only 122 weeks.  The second longest streak on-top is still far behind Federer&#39;s - Jimmy Conners with 160 weeks.,1,2024-06-11T00:12:32Z
@bryanmartin5901,Everything is perfect except that abominable &quot;podium.&quot;  What on earth...,0,2024-06-11T00:07:34Z
@tracianreid853,"Great speech Dr. Roger. You&#39;re not just a great tennis player, but an amazing human being ❤",0,2024-06-11T00:06:19Z
@maganandres,Am I the only one listening someone in the background talking with a megaphone? So annoying !! let the goat express himself 😅,0,2024-06-11T00:03:25Z
@_NAED_,"Receiving your &quot;Tennis Lessons&quot; now back from my first lesson on clay with my new coach who was impressed with my coordination and double-handed backhand. But suggested I eventually stop using my one-handed backhand, nah! Uplifting speech, great analogies, amazing delivery, RF, but why did coming to the end of it make you emotional in those very last seconds? Such a cutie!",2,2024-06-10T23:57:35Z
@VictorHugo-eq9mt,"This guy is a winner model in life. Thank You Roger Federer, always inspiring!!",0,2024-06-10T23:54:45Z
@RyanDouglas-h3d,"According to the ATP, Roger had a better overall career win percentage than &quot;almost 80%&quot; as Roger said; 1251 wins to 275 losses is a 82% win percentage.",1,2024-06-10T23:41:57Z
@shane5723,"I have said it many times, and I&#39;ll say it again, this man is not the Greatest Tennis Player Of All Time, although he is one of the top three greatest of all time, but he is without ANY doubt the most LOVED tennis player and in my opinion the most LOVED athlete of all time. There is a reason for that, and the reason is obvious when you watch this 26 minute speech. Roger Federer is the most genuine and loving sports star that anyone will ever meet or watch. His love for people including his family, friends, fans, and even these kids that he doesn&#39;t know at all shines as brightly as a star when you look in his eyes and see his expressions on his face. He is truly remarkable not only as a tennis player, but as a man as well. Thank you Roger for the 24 years (1998-2022) of tennis euphoria you gave to your fans, but thank you 😢even more for being the man, the dad, the husband, the son, the brother, the friend, the role model, and the inspiration to more people than you could ever imagine. There are two tennis players (Novak Djokovic and Rafael Nadal) who have finally after so many years of trying eclipsed your records, but no amount of trying by them or any other player that has ever played or will ever play will be enough to eclipse you as a man, and what you have meant to the sport of tennis. Thank you, Roger. We love you and we miss you dearly 😢<br><br>Sincerely, <br>Shane Gregg",176,2024-06-10T23:40:24Z
@federicoeveza9656,Congratulations Dr. Federer,0,2024-06-10T23:33:51Z
@rameshramachandran2166,Great lessons in life and a true role model. Thanks for what you did although I wish you had lost to Andy and beaten Rafa. 😂,0,2024-06-10T23:21:30Z
@nishtrel3706,"&quot;Dr Roger&quot; is way better than &quot;Roger, The Greatest of All Time&quot;. Haha",0,2024-06-10T23:09:47Z
@LucasAlexK,Wtf is that background noise,1,2024-06-10T23:04:35Z
@santiagoramirez9456,Master class,0,2024-06-10T23:01:29Z
@anjanarog8,Meant every word. Deep! Genuine human! Rare. Love him even more,0,2024-06-10T22:57:36Z
@jonathanweigl,"What a great speech. I am a bit older than those kids graduating , and I really did grow up from a small child to an adult watching him winning all those tournaments. What a legend. Thank you, Roger!",5,2024-06-10T22:56:12Z
@sawyer7191,Why am I in tears!? This man is just a real human that happened to care about sharing his vulnerabilities to humans! He’s such a kind person!,277,2024-06-10T22:52:48Z
@EarthMama365,"Thank you for the tennis lessons, Roger!",0,2024-06-10T22:47:12Z
@nawaahkh,What a legend and great character .,0,2024-06-10T22:37:55Z
@samsno3667,I think I heard that Roger was going to be in New England ... but wasn&#39;t sure; glad he came ...,0,2024-06-10T22:37:21Z
@dominikk7237,"The guy tried really hard to be the greatest tennis player ever and failed. He ended up as a 3rd one on this list, still good achievement.",0,2024-06-10T22:30:21Z
@NareshSinghh,He is the best. Thank you for this speech Roger!,0,2024-06-10T22:25:51Z
@harmoniaSINGS05,These kids do not realize the magnitude of GOAT energy and presence they are witnessing right now 😱🤲🏼 amazing speech by RFed,16,2024-06-10T22:24:08Z
@Brij873,i think his greatest loss was not the 2008 but 2019.,0,2024-06-10T22:16:00Z
@Ddj2112,Legend of legends.,1,2024-06-10T22:04:26Z
@iamkiddilam,Feel sad for those protestors who could’ve witnessed this epicness,1,2024-06-10T21:57:51Z
@MrLablanco,GOAT.,0,2024-06-10T21:55:52Z
@PAVEL-JAKL,Roger the tennis legend..🎾,2,2024-06-10T21:52:59Z
@HARLYJ,What an amazing speech RF. Congratulations ❤️,0,2024-06-10T21:51:47Z
@Eyohna,This is the greatest speech he ever did,0,2024-06-10T21:50:20Z
@sorpos,Great speech! Roger is the master of everything,0,2024-06-10T21:42:20Z
@SatsMcgee,This is a really good commencement speech. Federer is such a great person.,0,2024-06-10T21:33:04Z
@NayaWrap,Whose talking so much,0,2024-06-10T21:27:48Z
@MegaKatts,Great speech. What a player.,0,2024-06-10T21:18:32Z
@winstonian3,Shameful that Dartmouth didn’t move those protestors somewhere else,2,2024-06-10T21:11:28Z
@eitanw,Roger is the man!! Great lessons from a great human!<br><br>Crazy to think he couldn&#39;t barely speak to media as an early pro. He clearly worked really hard at speaking to crowds. And had a lot of victory speeches as learning experience,0,2024-06-10T21:11:00Z
@vagabond197979,I was there.  It was such a racket!,2,2024-06-10T21:09:49Z
@winstonian3,So annoying to hear those protestors in the background. What does Federer have anything to do with that???,3,2024-06-10T21:06:56Z
@altavanrensburg7027,There is and will be only one so humble and special worldclass person and tennisplayer.....Dr Roger ❤❤❤,0,2024-06-10T21:05:23Z
@TennisEwigeLiebe,"Amazing, goosebumps, well done Dr.Federer ❤",0,2024-06-10T20:59:11Z
@aritraroy2398,"Throughout the entire length of his speech I had a smile on my face. So articulate, so eloquent. Worth 25 minutes of your time.",2,2024-06-10T20:50:58Z
@Kingdeltennis,"I cried Dr. Roger, you are the absolute BEST!",1,2024-06-10T20:45:18Z
@zaza6911,"There&#39;s something so shocking in Federer&#39;s intervention, it is that from the beginning to the end we are made obliged, he is made obliged to have it covered by protesters yelling with a megaphone.<br>What is so sad is that it looks like it has become life as usual. Students deserve better.",0,2024-06-10T20:43:57Z
@shreyabirthare374,Whats the background noise!?,0,2024-06-10T20:42:55Z
@MrSonny208,It always bothers me when Federer is surrounded by people that don&#39;t know who he is hahaha. I would not be freaking out screaming till security takes me out but I hope at least 10 people there have a grasp of what type of success he represents.,0,2024-06-10T20:40:33Z
@JT-ii9qn,Way to go Roger! One of the best ever and an inspiration to Dartmouth! Nice that he has a doctorate now too.,0,2024-06-10T20:35:04Z
@nandanam8227,❤,0,2024-06-10T20:24:07Z
@Emmawhoful,Dr. Roger. What a speech. Thanks for this.,0,2024-06-10T20:11:58Z
@auroraalcazar2899,Es y será la mejor persona dentro y fuera de la cancha. Para mí el tenis ya no es lo mismo sin él. Dios los bendiga y lo cuide. 🫶,1,2024-06-10T20:03:53Z
@TweetyKuan-v3p,"❤Roger , excellent ! 👍😄",0,2024-06-10T20:02:42Z
@rajas1432,Fantastic Federer 👏 ❤ GOAT 🐐,2,2024-06-10T20:01:05Z
@vterry1993,What a speech - beautiful - and was he choked up at the end.  He seemed so genuinely moved by it all.,17,2024-06-10T19:55:06Z
@Fai2012,"What an excellent speech, thank you RF.",2,2024-06-10T19:54:54Z
@landonmeier-p1e,Roger is a national treasure. No...a world treasure! Humble and sincere. Kind and gentle. His was a fabulous message. Thank you Roger.,68,2024-06-10T19:48:54Z
@karakoramkushhimala,"Sir Roger Federer. Beautiful hair, stylish watches, backhand returns, stylish stretch shorts and slow motions, from a beautiful country in the world I can say the best country in the world, a very humble wife and family lover, an inspiration for today&#39;s young generation. . . . Much encouragement from Roger Foundation sir. Roger is a brand among rich culture. The best thing about it is its quality of life. He is the most loved man for every rich and stable countries and all top class world brand foundations and no doubt about it. Love is not just that people love you very much and will always love you.",11,2024-06-10T19:48:23Z
@biskcuit,"<a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=652"">10:52</a> 👃🏻❄",0,2024-06-10T19:47:00Z
@ridgero,"Unfortunately, he is becoming less and less likeable",0,2024-06-10T19:46:02Z
@DarkoStojanovic-m2e,so much bullshit,0,2024-06-10T19:44:35Z
@visheshagarwal5450,Why is the crowd so passive!? So they not realise how lucky they are?,0,2024-06-10T19:39:10Z
@CasualXCars,"What does RF have to do with Humane Letters?? Let alone be a DR?<br>I guess he may have donated some money to the college, but generally speaking, he has nothing to do with this institution...",0,2024-06-10T19:33:10Z
@muxi0121,What&#39;s the noise in the background?,0,2024-06-10T19:32:01Z
@shaziachaudhry6240,A skilled orator 👏,0,2024-06-10T19:23:39Z
@lucianoklostermann,He is the best athlete of all time.,0,2024-06-10T19:22:47Z
@lucamuller1672,"These protesters are a disgrace… spread your gospel, but respect others when they speak. This was the moment of the students and of the roger, it‘s so rude to yell and scream around in the background.",2,2024-06-10T19:11:19Z
@bobtilarso2278,"What an inspiration speech by Roger. It&#39;s clear that tennis is not just a sport for him, it&#39;s a way of life, a source of endless learning and growth. I play and watch tennis because of him.",18,2024-06-10T19:11:07Z
@nicklasquiros2765,Legend ❤,0,2024-06-10T18:50:27Z
@philanthropenos1074,"I was at the final 2019 Miami Open. At the second set Isner had an injury but he did not retire, probably out of respect to Roger. When the match was over, Roger went to Isner&#39;s side, tried to cheer him up (and possibly thanked for keeping up with all the way to the end) That&#39;s why I love these people. I love tennis when Rafa was asked to join Roger for one last match he accepted it without hesitation although he was on his way to be a father in two weeks. Their hand-holding and crying together is arguably the strongest public message given by tennis players. Numbers are bound to fade away but your legacy is a different story. Margaret Court has twice the number of GS won by BJK but now people are petitioning to remove her name from AO grounds.",5,2024-06-10T18:44:30Z
@lilyliu4374,"Great speech, fluent, smooth. My biggest idol in tennis and life ❤",1,2024-06-10T18:41:27Z
@bluesque9687,"Ok class of 2024, you lucky mfs!!<br>You will brag about this for the rest of your lives!!<br>Roger Federer is 🐐<br>❤",0,2024-06-10T18:31:26Z
@dthtalksmovies,"But I would still call you “effortless”! 💕 Thank you for everything, Doctor Roger!❤",0,2024-06-10T18:30:15Z
@tanvisawant111,I am the only one bothered about the cut huge tree here. Is it fake? I guess no. I would have felt illegale standing near it.,0,2024-06-10T18:28:29Z
@erip7649,Wow wow this felt like a new awakening after leaving tennis for Roger! always a class act and life inspiration to many. Will always miss him and his speeches at tennis  tournaments. Forever grande Maestro of tennis 😇,3,2024-06-10T18:26:53Z
@lucyyuan,He is the GOAT ❤💪,0,2024-06-10T18:26:28Z
@scottauger4295,"Dr Roger, Grand Jedi master of Tennis. The list are endless to describe this man talents",6,2024-06-10T18:16:09Z
@KushagraaDubeyy,What was the protest sorta noise coming from the background?,0,2024-06-10T18:10:32Z
@suejensenart3501,He is also the GOAT of commencement speeches!   What a guy= congrats to you graduates!,33,2024-06-10T18:01:57Z
@ליהלי-צ8נ,Outstanding personality. The same as he was as a tennis player. Unique.,3,2024-06-10T17:56:20Z
@guidodelgiudice5,What a guy. Miss his tennis,0,2024-06-10T17:54:38Z
@hockeyqueen,What a great speech. <br><br>Why is there a pep rally going on in the background!? It should be silent when someone is giving an impactful speech like this,0,2024-06-10T17:52:41Z
@superdog1978,"Great speech, Roger! <br>However, Dartmouth, why are you still using the the tree-stump podium that Conan in 2011 compared to &quot;something a bear would use in an AA meeting&quot; ?🤣",0,2024-06-10T17:47:57Z
@datapro007,Roger!,0,2024-06-10T17:46:08Z
@gurvijaygill328,What&#39;s all that background noise,0,2024-06-10T17:45:48Z
@robsimon6514,"In a society where our leaders spend so much of their time tearing each other down and reaching for the largest piece of cake while others get none, it sure is nice to hear from someone who realized that his legacy will be more than just one of the greatest tennis players of all time.  Always enjoyed watching him play and enjoyed seeing him on the Dartmouth stage.  Well done!  Thanks Roger!",65,2024-06-10T17:42:07Z
@MrHnguyen,Thanks for the lessons Dr. Roger!,0,2024-06-10T17:34:23Z
@michael57603,&quot;Belief in yourself has to be earned&quot; - let that sink in.,1825,2024-06-10T17:31:28Z
@ilincaghidau7021,"Never in my life have I listened to a speech that long and felt so spellbound every second of it! In the end I had tears in my eyes.<br>He is no doubt a great man who will leave an imprint not only in tennis. I always considered him the greatest tennis player, now I consider him the greatest man in tennis.<br>Respect! ❤",87,2024-06-10T17:29:20Z
@Justin-tu4fk,"Is he wearing a tree trunk? Air Conditioner last name! Never knew he odd, yu were! Make sure they don&#39;t look up yr dress! Ok carry on.",0,2024-06-10T17:24:46Z
@hqs9585,A class act is a class act anywhere anytime.,0,2024-06-10T17:15:59Z
@rvngonzales,What is that background noise????,0,2024-06-10T17:15:21Z
@bogosishashane8491,This is incredible! Well articulated,2,2024-06-10T17:14:46Z
@starburstsolaris6805,"Sports can be a great motivation to boost studies.  Perseverance, determination, practice and strength.",0,2024-06-10T17:13:22Z
@starburstsolaris6805,Keep it up Dr.Roger. You.areva great human being.,0,2024-06-10T17:11:07Z
@stanmartin3412,This is a rhetorical question: Is there ANYTHING this guy doesn&#39;t do well?,1,2024-06-10T17:10:58Z
@romgtr,Was he reading a teleprompter? It would be incredible if he remembered all by heart 😊,0,2024-06-10T17:01:00Z
@homeropalacios9937,Extraordinarias palabras de enseñanza del más grande tenista de la historia. Roger Federer.,1,2024-06-10T16:55:21Z
@adeshkaswan2117,One and only....<br>Roger Roger<br>Legend forever,0,2024-06-10T16:53:48Z
@hittnguy,Later we will have doctor Nadal and doctor Nole 😂,0,2024-06-10T16:52:51Z
@plavo123,2019 ☝️,0,2024-06-10T16:51:45Z
@nikomalek88,love rodger but calling someone dr. for giving a speech shows what b.s. honorifics are.,0,2024-06-10T16:50:48Z
@alexwarren1637,I love Roger!  Sad there was a protest in the background to distract,2,2024-06-10T16:47:15Z
@abbaaries9741,"that was just WOW! The way he built a tapestry of his experiences to make them life lessons !! Beautifully  said , Dr.Roger !",4,2024-06-10T16:43:05Z
@MurphCat-zl8vu,"Did all that without notes, too. Nice job, Roger!",3,2024-06-10T16:41:55Z
@Nnomadd,Never understood how universities just give away bonus doctorate degrees to celebrities.,0,2024-06-10T16:41:37Z
@letmetellyousomething123,He&#39;s so damn eloquent...lovely to see him getting all the accolades he deserves.,14,2024-06-10T16:39:10Z
@IAmAlawi,Legend,0,2024-06-10T16:38:53Z
@Sam-vl3er,He chocked up at the end omg ❤,11,2024-06-10T16:35:07Z
@TheBfritsch,I like the tree stump podium,2,2024-06-10T16:33:18Z
@wahn10,I went to Harvard but as a die hard Roger fan I wish I had gone to Dartmouth so I could&#39;ve seen this in person! Bravo to Dartmouth for choosing the most inspiring and beloved athlete ever to be commencement speaker. He is kindness and charm incarnate.,74,2024-06-10T16:26:08Z
@Lovelly2259,Thanks you for inviting roger i have met roger several times in his tennis world he is a truly a class act great supporter of make a wish foundation ❤,3,2024-06-10T16:25:49Z
@nkolekangwa4556,"Pure gold 👏👏👏👏👏 Thank You for the work you have done in Zambia,My country 🇿🇲😊",6,2024-06-10T16:24:47Z
@andreasfledersbacher5301,"Wow,what a wonderful speech!!!!",0,2024-06-10T16:22:11Z
@numitumi8806,What’s with all the background yelling guys?  So annoying.  Dartmouth can’t get them to fly their Hamas flags somewhere else?,2,2024-06-10T16:19:54Z
@0308372,This is an excellent speech. Without a paper?,0,2024-06-10T16:18:43Z
@sharathahuja8261,I wonder why there is so much noise in the background.,1,2024-06-10T16:17:57Z
@FoMiAl,"What are these people shouting in the background e.g. at <a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=573"">09:33</a>? It&#39;s so annoying and disgraceful to do this during a commencement address like this.",0,2024-06-10T16:09:16Z
@DripGene,I love Roger Federer !,0,2024-06-10T16:04:48Z
@sephsalvador6838,WTF are there background noise?!,0,2024-06-10T15:56:53Z
@Israel_estine_EDU,Crazy speech! <br>Roger ❤❤,0,2024-06-10T15:53:52Z
@gekkowgordon3947,"Thank you Dartmouth, thank you Maestro!!!!!!",1,2024-06-10T15:53:30Z
@jaganms2690,What a contribution he made to the sport!   Great sportsman and human being.,0,2024-06-10T15:51:14Z
@ronf28,You know he wrote every word when he gets emotional,2,2024-06-10T15:41:05Z
@ronf28,What&#39;s with the loud yelling and conversation in the background,0,2024-06-10T15:39:10Z
@VintageSecure,"Seems like he got emotional at the end.<br>Powerful speech by Roger, love seeing him doing great things even after this amazing Career.<br>He&#39;s a true Legend, always adapting and moving foward.(Just like his SABR)<br>Thank you!",10,2024-06-10T15:38:26Z
@speed0383,Did he have teleprompter? How do you remember such a long speech ???,0,2024-06-10T15:37:55Z
@darnbaby26ca5,He is a very emotional guy. We love you Roger 🏆,5,2024-06-10T15:36:54Z
@sac856,A stunning speech by Mr. Federer,0,2024-06-10T15:35:33Z
@saravanan-subramanian,Wow! Amazing speech! Did not expect the greatest tennis player to deliver a great commencement  speech as well! Nice to see Roger passing on his insights to the next generation already. Congrats to the new grads and their families! 👏👏,77,2024-06-10T15:35:12Z
@ziggyzook7304,Bravo Roger.  30 minutes of excellence,1,2024-06-10T15:33:23Z
@domingosfernandes40,Such a great speaker you are Rogger. Very happy for you. I am your fan.,1,2024-06-10T15:31:12Z
@miguelrc3234,"A normal person needs to apply for a university, find the financial means to cover the costs (more complicated, if you are working on parallel), then write, write and investigate for at least 2 years, then review, review and changes and after 2 - 3 years (best case scenario) have your final exam and then pay the tuition to get the title and finally the graduation ///// Not  sure 😂😂 that Roger Federer passed through this process and he became Dr. Roger from this university  /// --- However I am convinced he is a Dr. in Tennis ///",0,2024-06-10T15:28:38Z
@umajps,"Like his games and shots, this great speech was word perfect and deep enough to stir the Dartmouth Class of 2024. Beautifully crafted three lessons. So elegant and eloquent Dr. Roger Federer, MAY YOUR TRIBE INCREASE! <br>Salute.",7,2024-06-10T15:27:01Z
@rozusantander6401,"Hola todos.<br>Roger es una gran persona con muchas virtudes de todo tipo.<br>Me motiva a jugar tenis a los 73 años aun,soy Chilena,juego tenis tbn.a diario y si no tengo partner juego con el Sr Pared.<br>Se ve grande y hermoso Roger con toga...❤❤😊",1,2024-06-10T15:26:19Z
@oscarleedefur,It couldn&#39;t have been easy to make a speech with all the protesters&#39; loudspeakers in the background.,1,2024-06-10T15:24:49Z
@Inspiration_Connect,what a gentleman !,1,2024-06-10T15:19:15Z
@МЕДФИЛЬМ,GOATerer,2,2024-06-10T15:17:55Z
@leslieadkins6276,"This man continues to amaze me!  So inspirational, he is in a class by himself.  ROger has surpassed the jerk, Andy and Rafa again.  He truly is the G.O.A.T.  Lessons on life. Muchos gracias Roger.  I hope the graduates not only listen with their ears, but also with their hearts.  Roger won another grand slam.....on life.",1,2024-06-10T15:16:12Z
@christinenguyen8528,OMG what a lucky group of college graduates,2,2024-06-10T15:15:29Z
@NN0888,"<a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=532"">8:52</a> Roland Garros umbrella",0,2024-06-10T15:15:21Z
@sh0001,Did he cry towards the end?,0,2024-06-10T15:14:06Z
@gdiking,My all time favorite tennis player. Great speech Roger.,13,2024-06-10T15:10:02Z
@raymondnugent8235,Awesome speech Roger!! You’re still the champ! 🏆🎾,1,2024-06-10T15:07:58Z
@vivinsinghrana6485,What a legendary man,3,2024-06-10T15:05:49Z
@MacaRGlez258,who is yellingggg on the background??? roger we miss you sooo very much,3,2024-06-10T15:04:41Z
@zachd6537,"I just love him so much. He is so adored all over the world because of his lovely spirit, his words, his style, and his heart. Roger, thank you for how you inspired me as a kid and motivated me as a man. What a great address",26,2024-06-10T15:02:34Z
@samuelpunt675,What is going on in the background??,0,2024-06-10T14:48:16Z
@tanumoles,"Lucky, LUCKY students and all who were there to hear this!",100,2024-06-10T14:46:02Z
@odiexx,Hard to focus on the speech with that awful chanting in the background...,0,2024-06-10T14:42:04Z
@leonardenglish815,Thats GREAT Roger lived it to speak it to those Graduates to be examples of their future &amp; making the world a better place especially Not conflict ❤,1,2024-06-10T14:41:26Z
@LdnLady,Is this a joke?,0,2024-06-10T14:35:02Z
@cgazlan,Goat 1- Roger<br>Goat 2-Rafa<br>🎉🎉🎉,0,2024-06-10T14:34:13Z
@curtosdetreino,who said &#39;roger will be the favorite for the first two hours&#39; ?,1,2024-06-10T14:29:21Z
@Reelinsightss,Federer should give more speeches. He is amazing. Thank you for the share. ❤,2,2024-06-10T14:26:59Z
@1995mamoun,"he&#39;s crying at end! such a humble person, my goat for a reason thank you Darmouth for making this possible, and mostly thank you a million time Roger ❤",81,2024-06-10T14:04:17Z
@lf3965,This guy is a super human. I bet he can solve the climate change problem,1,2024-06-10T14:04:00Z
@OfficialWorldChampion,"wow he plays chess anonymously online, amazing",7,2024-06-10T14:02:27Z
@uncleakab6676,Roger Federer is coming back! 😍 One more season please.,10,2024-06-10T14:00:24Z
@deonatongpalen6502,We love you Roger...,4,2024-06-10T13:58:28Z
@udupashashank,"Such a pure heart. Proud to be his fan then , now and FOREVER. Love you, Roger. Thanks for everything.",34,2024-06-10T13:49:49Z
@jcnlaw,Wonderful speech! Thank you for sharing it with the world.,5,2024-06-10T13:48:21Z
@juangalpar4057,"What a deep and valuable speech, thank you again. I still don&#39;t understand the commotion and background noise. What the hell is happening nearby that they don&#39;t have the respect this gentleman deserves? It&#39;s shameful",6,2024-06-10T13:47:41Z
@Msaber_ft,Great person needs one thing <br>Just to be Muslim <br> I hope Roger been guided to Islam from bottom of my heart,0,2024-06-10T13:40:48Z
@shikhab2250,❤😊,0,2024-06-10T13:40:10Z
@investorswantedchannel8059,I LOVE this man!!! A giant among men.,1,2024-06-10T13:38:53Z
@mudiwavz,❤❤❤❤,0,2024-06-10T13:38:42Z
@LifeIsGoodThankYouGod,"hopefully Dartmouth are not left wings nuts pushing for diversity, pronound stupid nonesense.",0,2024-06-10T13:38:08Z
@billpaloukas,why am i tearing up lol,2,2024-06-10T13:29:00Z
@christiandelapena8623,The GOAT - on and off the court.,1,2024-06-10T13:26:08Z
@ramaswamyve,"Once again, effortless, elegant and simple!",3,2024-06-10T13:26:02Z
@naysayer1238,"2019 hurt him so much more than 2008, he can&#39;t even speak of it.",1,2024-06-10T13:23:32Z
@ch-bv1nx,omg I thought it&#39;s AI fake 😂,0,2024-06-10T13:11:07Z
@divad23,Somebody had a Roland Garros umbrella....nice touch 😊,27,2024-06-10T13:06:20Z
@divad23,I love Roger&#39;s dad jokes 😂,1,2024-06-10T13:01:55Z
@66chelski,Obviously trophy ceremony speeches are way different from graduation address but i thought roger delivered a well crafted and funny message too bad the wet weather had dampened the reception from the crowd,1,2024-06-10T13:01:48Z
@bobertrobertson130,"I love this guy, humble legend",7,2024-06-10T12:55:30Z
@oespinoza3479,"Mr. Roger Federer is really the master, now master in this beautiful speech ..every day we learn something.",0,2024-06-10T12:49:10Z
@quentincrisp6933,Even with a teleprompter Roger is much better than Joe Biden‼😂😂,3,2024-06-10T12:43:56Z
